report_property [get_bd_cells zynq_ultra_ps_e_0]
Property                                               Type    Read-only  Value
CONFIG.PSU__IRQ_P2F_R5_CORE1_ECC_ERR__INT              string  false      0
CONFIG.PSU__IRQ_P2F_RPU_IPI__INT                       string  false      0
CONFIG.PSU__IRQ_P2F_RPU_PERMON__INT                    string  false      0
CONFIG.PSU__IRQ_P2F_RTC_ALARM__INT                     string  false      0
CONFIG.PSU__IRQ_P2F_RTC_SECONDS__INT                   string  false      0
CONFIG.PSU__IRQ_P2F_SATA__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_SDIO0_WAKE__INT                    string  false      0
CONFIG.PSU__IRQ_P2F_SDIO0__INT                         string  false      0
CONFIG.PSU__IRQ_P2F_SDIO1_WAKE__INT                    string  false      0
CONFIG.PSU__IRQ_P2F_SDIO1__INT                         string  false      0
CONFIG.PSU__IRQ_P2F_SPI0__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_SPI1__INT                          string  false      0
CONFIG.PSU__IRQ_P2F_TTC0__INT0                         string  false      0
CONFIG.PSU__IRQ_P2F_TTC0__INT1                         string  false      0
CONFIG.PSU__IRQ_P2F_TTC0__INT2                         string  false      0
CONFIG.PSU__IRQ_P2F_TTC1__INT0                         string  false      0
CONFIG.PSU__IRQ_P2F_TTC1__INT1                         string  false      0
CONFIG.PSU__IRQ_P2F_TTC1__INT2                         string  false      0
CONFIG.PSU__IRQ_P2F_TTC2__INT0                         string  false      0
CONFIG.PSU__IRQ_P2F_TTC2__INT1                         string  false      0
CONFIG.PSU__IRQ_P2F_TTC2__INT2                         string  false      0
CONFIG.PSU__IRQ_P2F_TTC3__INT0                         string  false      0
CONFIG.PSU__IRQ_P2F_TTC3__INT1                         string  false      0
CONFIG.PSU__IRQ_P2F_TTC3__INT2                         string  false      0
CONFIG.PSU__IRQ_P2F_UART0__INT                         string  false      0
CONFIG.PSU__IRQ_P2F_UART1__INT                         string  false      0
CONFIG.PSU__IRQ_P2F_USB3_ENDPOINT__INT0                string  false      0
CONFIG.PSU__IRQ_P2F_USB3_ENDPOINT__INT1                string  false      0
CONFIG.PSU__IRQ_P2F_USB3_OTG__INT0                     string  false      0
CONFIG.PSU__IRQ_P2F_USB3_OTG__INT1                     string  false      0
CONFIG.PSU__IRQ_P2F_USB3_PMU_WAKEUP__INT               string  false      0
CONFIG.PSU__IRQ_P2F_XMPU_FPD__INT                      string  false      0
CONFIG.PSU__IRQ_P2F_XMPU_LPD__INT                      string  false      0
CONFIG.PSU__IRQ_P2F__INTF_FPD_SMMU__INT                string  false      0
CONFIG.PSU__IRQ_P2F__INTF_PPD_CCI__INT                 string  false      0
CONFIG.PSU__L2_BANK0__POWER__ON                        string  false      1
CONFIG.PSU__LPDMA0_COHERENCY                           string  false      0
CONFIG.PSU__LPDMA1_COHERENCY                           string  false      0
CONFIG.PSU__LPDMA2_COHERENCY                           string  false      0
CONFIG.PSU__LPDMA3_COHERENCY                           string  false      0
CONFIG.PSU__LPDMA4_COHERENCY                           string  false      0
CONFIG.PSU__LPDMA5_COHERENCY                           string  false      0
CONFIG.PSU__LPDMA6_COHERENCY                           string  false      0
CONFIG.PSU__LPDMA7_COHERENCY                           string  false      0
CONFIG.PSU__LPD_SLCR__CSUPMU_WDT_CLK_SEL__SELECT       string  false      APB
CONFIG.PSU__LPD_SLCR__CSUPMU__ACT_FREQMHZ              string  false      100
CONFIG.PSU__LPD_SLCR__CSUPMU__FREQMHZ                  string  false      100
CONFIG.PSU__MAXIGP0__DATA_WIDTH                        string  false      128
CONFIG.PSU__MAXIGP1__DATA_WIDTH                        string  false      128
CONFIG.PSU__MAXIGP2__DATA_WIDTH                        string  false      128
CONFIG.PSU__M_AXI_GP0_SUPPORTS_NARROW_BURST            string  false      1
CONFIG.PSU__M_AXI_GP0__FREQMHZ                         string  true       10
CONFIG.PSU__M_AXI_GP1_SUPPORTS_NARROW_BURST            string  false      1
CONFIG.PSU__M_AXI_GP1__FREQMHZ                         string  true       10
CONFIG.PSU__M_AXI_GP2_SUPPORTS_NARROW_BURST            string  false      1
CONFIG.PSU__M_AXI_GP2__FREQMHZ                         string  true       10
CONFIG.PSU__NAND_COHERENCY                             string  false      0
CONFIG.PSU__NAND__CHIP_ENABLE__ENABLE                  string  false      0
CONFIG.PSU__NAND__CHIP_ENABLE__IO                      string  false      <Select>
CONFIG.PSU__NAND__DATA_STROBE__ENABLE                  string  false      0
CONFIG.PSU__NAND__DATA_STROBE__IO                      string  false      <Select>
CONFIG.PSU__NAND__PERIPHERAL__ENABLE                   string  false      0
CONFIG.PSU__NAND__PERIPHERAL__IO                       string  false      <Select>
CONFIG.PSU__NAND__READY0_BUSY__ENABLE                  string  false      0
CONFIG.PSU__NAND__READY0_BUSY__IO                      string  false      <Select>
CONFIG.PSU__NAND__READY1_BUSY__ENABLE                  string  false      0
CONFIG.PSU__NAND__READY1_BUSY__IO                      string  false      <Select>
CONFIG.PSU__NAND__READY_BUSY__ENABLE                   string  false      0
CONFIG.PSU__NAND__READY_BUSY__IO                       string  false      <Select>
CONFIG.PSU__NUM_F2P0__INTR__INPUTS                     string  true       1
CONFIG.PSU__NUM_F2P1__INTR__INPUTS                     string  true       1
CONFIG.PSU__NUM_FABRIC_RESETS                          string  false      1
CONFIG.PSU__OCM_BANK0__POWER__ON                       string  false      1
CONFIG.PSU__OCM_BANK1__POWER__ON                       string  false      1
CONFIG.PSU__OCM_BANK2__POWER__ON                       string  false      1
CONFIG.PSU__OCM_BANK3__POWER__ON                       string  false      1
CONFIG.PSU__OVERRIDE__BASIC_CLOCK                      string  false      0
CONFIG.PSU__PCIE__ACS_VIOLAION                         string  false      0
CONFIG.PSU__PCIE__ACS_VIOLATION                        string  false      0
CONFIG.PSU__PCIE__AER_CAPABILITY                       string  false      0
CONFIG.PSU__PCIE__ATOMICOP_EGRESS_BLOCKED              string  false      0
CONFIG.PSU__PCIE__BAR0_64BIT                           string  false      0
CONFIG.PSU__PCIE__BAR0_ENABLE                          string  false      0
CONFIG.PSU__PCIE__BAR0_PREFETCHABLE                    string  false      0
CONFIG.PSU__PCIE__BAR0_SCALE                           string  false      <Select>
CONFIG.PSU__PCIE__BAR0_SIZE                            string  false      <Select>
CONFIG.PSU__PCIE__BAR0_TYPE                            string  false      <Select>
CONFIG.PSU__PCIE__BAR0_VAL                             string  false      0x0
CONFIG.PSU__PCIE__BAR1_64BIT                           string  false      0
CONFIG.PSU__PCIE__BAR1_ENABLE                          string  false      0
CONFIG.PSU__PCIE__BAR1_PREFETCHABLE                    string  false      0
CONFIG.PSU__PCIE__BAR1_SCALE                           string  false      <Select>
CONFIG.PSU__PCIE__BAR1_SIZE                            string  false      <Select>
CONFIG.PSU__PCIE__BAR1_TYPE                            string  false      <Select>
CONFIG.PSU__PCIE__BAR1_VAL                             string  false      0x0
CONFIG.PSU__PCIE__BAR2_64BIT                           string  false      0
CONFIG.PSU__PCIE__BAR2_ENABLE                          string  false      0
CONFIG.PSU__PCIE__BAR2_PREFETCHABLE                    string  false      0
CONFIG.PSU__PCIE__BAR2_SCALE                           string  false      <Select>
CONFIG.PSU__PCIE__BAR2_SIZE                            string  false      <Select>
CONFIG.PSU__PCIE__BAR2_TYPE                            string  false      <Select>
CONFIG.PSU__PCIE__BAR2_VAL                             string  false      0x0
CONFIG.PSU__PCIE__BAR3_64BIT                           string  false      0
CONFIG.PSU__PCIE__BAR3_ENABLE                          string  false      0
CONFIG.PSU__PCIE__BAR3_PREFETCHABLE                    string  false      0
CONFIG.PSU__PCIE__BAR3_SCALE                           string  false      <Select>
CONFIG.PSU__PCIE__BAR3_SIZE                            string  false      <Select>
CONFIG.PSU__PCIE__BAR3_TYPE                            string  false      <Select>
CONFIG.PSU__PCIE__BAR3_VAL                             string  false      0x0
CONFIG.PSU__PCIE__BAR4_64BIT                           string  false      0
CONFIG.PSU__PCIE__BAR4_ENABLE                          string  false      0
CONFIG.PSU__PCIE__BAR4_PREFETCHABLE                    string  false      0
CONFIG.PSU__PCIE__BAR4_SCALE                           string  false      <Select>
CONFIG.PSU__PCIE__BAR4_SIZE                            string  false      <Select>
CONFIG.PSU__PCIE__BAR4_TYPE                            string  false      <Select>
CONFIG.PSU__PCIE__BAR4_VAL                             string  false      0x0
CONFIG.PSU__PCIE__BAR5_64BIT                           string  false      0
CONFIG.PSU__PCIE__BAR5_ENABLE                          string  false      0
CONFIG.PSU__PCIE__BAR5_PREFETCHABLE                    string  false      0
CONFIG.PSU__PCIE__BAR5_SCALE                           string  false      <Select>
CONFIG.PSU__PCIE__BAR5_SIZE                            string  false      <Select>
CONFIG.PSU__PCIE__BAR5_TYPE                            string  false      <Select>
CONFIG.PSU__PCIE__BAR5_VAL                             string  false      0x0
CONFIG.PSU__PCIE__BASE_CLASS_MENU                      string  false      <Select>
CONFIG.PSU__PCIE__BRIDGE_BAR_INDICATOR                 string  false      <Select>
CONFIG.PSU__PCIE__CAP_SLOT_IMPLEMENTED                 string  false      <Select>
CONFIG.PSU__PCIE__CLASS_CODE_BASE                      string  false      0x06
CONFIG.PSU__PCIE__CLASS_CODE_INTERFACE                 string  false      0x0
CONFIG.PSU__PCIE__CLASS_CODE_SUB                       string  false      0x4
CONFIG.PSU__PCIE__CLASS_CODE_VALUE                     string  false      0x60400
CONFIG.PSU__PCIE__COMPLETER_ABORT                      string  false      0
CONFIG.PSU__PCIE__COMPLTION_TIMEOUT                    string  false      0
CONFIG.PSU__PCIE__CORRECTABLE_INT_ERR                  string  false      0
CONFIG.PSU__PCIE__CRS_SW_VISIBILITY                    string  false      1
CONFIG.PSU__PCIE__DEVICE_ID                            string  false      0xD021
CONFIG.PSU__PCIE__DEVICE_PORT_TYPE                     string  false      Root Port
CONFIG.PSU__PCIE__ECRC_CHECK                           string  false      0
CONFIG.PSU__PCIE__ECRC_ERR                             string  false      0
CONFIG.PSU__PCIE__ECRC_GEN                             string  false      0
CONFIG.PSU__PCIE__EROM_ENABLE                          string  false      0
CONFIG.PSU__PCIE__EROM_SCALE                           string  false      <Select>
CONFIG.PSU__PCIE__EROM_SIZE                            string  false      <Select>
CONFIG.PSU__PCIE__EROM_VAL                             string  false      0x0
CONFIG.PSU__PCIE__FLOW_CONTROL_ERR                     string  false      0
CONFIG.PSU__PCIE__FLOW_CONTROL_PROTOCOL_ERR            string  false      0
CONFIG.PSU__PCIE__HEADER_LOG_OVERFLOW                  string  false      0
CONFIG.PSU__PCIE__INTERFACE_WIDTH                      string  false      <Select>
CONFIG.PSU__PCIE__INTX_GENERATION                      string  false      0
CONFIG.PSU__PCIE__INTX_PIN                             string  false      <Select>
CONFIG.PSU__PCIE__LANE0__ENABLE                        string  false      1
CONFIG.PSU__PCIE__LANE0__IO                            string  false      GT Lane0
CONFIG.PSU__PCIE__LANE1__ENABLE                        string  false      0
CONFIG.PSU__PCIE__LANE1__IO                            string  false      <Select>
CONFIG.PSU__PCIE__LANE2__ENABLE                        string  false      0
CONFIG.PSU__PCIE__LANE2__IO                            string  false      <Select>
CONFIG.PSU__PCIE__LANE3__ENABLE                        string  false      0
CONFIG.PSU__PCIE__LANE3__IO                            string  false      <Select>
CONFIG.PSU__PCIE__LEGACY_INTERRUPT                     string  false      <Select>
CONFIG.PSU__PCIE__LINK_SPEED                           string  false      5.0 Gb/s
CONFIG.PSU__PCIE__MAXIMUM_LINK_WIDTH                   string  false      x1
CONFIG.PSU__PCIE__MAX_PAYLOAD_SIZE                     string  false      256 bytes
CONFIG.PSU__PCIE__MC_BLOCKED_TLP                       string  false      0
CONFIG.PSU__PCIE__MSIX_BAR_INDICATOR                   string  false      
CONFIG.PSU__PCIE__MSIX_CAPABILITY                      string  false      0
CONFIG.PSU__PCIE__MSIX_PBA_BAR_INDICATOR               string  false      
CONFIG.PSU__PCIE__MSIX_PBA_OFFSET                      string  false      0
CONFIG.PSU__PCIE__MSIX_TABLE_OFFSET                    string  false      0
CONFIG.PSU__PCIE__MSIX_TABLE_SIZE                      string  false      0
CONFIG.PSU__PCIE__MSI_64BIT_ADDR_CAPABLE               string  false      0
CONFIG.PSU__PCIE__MSI_CAPABILITY                       string  false      0
CONFIG.PSU__PCIE__MSI_MULTIPLE_MSG_CAPABLE             string  false      <Select>
CONFIG.PSU__PCIE__MULTIHEADER                          string  false      0
CONFIG.PSU__PCIE__PERIPHERAL__ENABLE                   string  false      1
CONFIG.PSU__PCIE__PERIPHERAL__ENDPOINT_ENABLE          string  false      0
CONFIG.PSU__PCIE__PERIPHERAL__ENDPOINT_IO              string  false      <Select>
CONFIG.PSU__PCIE__PERIPHERAL__ROOTPORT_ENABLE          string  false      1
CONFIG.PSU__PCIE__PERIPHERAL__ROOTPORT_IO              string  false      MIO 31
CONFIG.PSU__PCIE__PERM_ROOT_ERR_UPDATE                 string  false      0
CONFIG.PSU__PCIE__RECEIVER_ERR                         string  false      0
CONFIG.PSU__PCIE__RECEIVER_OVERFLOW                    string  false      0
CONFIG.PSU__PCIE__REF_CLK_FREQ                         string  false      100
CONFIG.PSU__PCIE__REF_CLK_SEL                          string  false      Ref Clk0
CONFIG.PSU__PCIE__RESET__POLARITY                      string  false      Active Low
CONFIG.PSU__PCIE__REVISION_ID                          string  false      0x0
CONFIG.PSU__PCIE__SUBSYSTEM_ID                         string  false      0x7
CONFIG.PSU__PCIE__SUBSYSTEM_VENDOR_ID                  string  false      0x10EE
CONFIG.PSU__PCIE__SUB_CLASS_INTERFACE_MENU             string  false      <Select>
CONFIG.PSU__PCIE__SURPRISE_DOWN                        string  false      0
CONFIG.PSU__PCIE__TLP_PREFIX_BLOCKED                   string  false      0
CONFIG.PSU__PCIE__UNCORRECTABL_INT_ERR                 string  false      0
CONFIG.PSU__PCIE__USE_CLASS_CODE_LOOKUP_ASSISTANT      string  false      <Select>
CONFIG.PSU__PCIE__VENDOR_ID                            string  false      0x10EE
CONFIG.PSU__PJTAG__PERIPHERAL__ENABLE                  string  false      0
CONFIG.PSU__PJTAG__PERIPHERAL__IO                      string  false      <Select>
CONFIG.PSU__PL_CLK0_BUF                                string  false      TRUE
CONFIG.PSU__PL_CLK1_BUF                                string  false      FALSE
CONFIG.PSU__PL_CLK2_BUF                                string  false      FALSE
CONFIG.PSU__PL_CLK3_BUF                                string  false      FALSE
CONFIG.PSU__PL__POWER__ON                              string  false      1
CONFIG.PSU__PMU_COHERENCY                              string  false      0
CONFIG.PSU__PMU__AIBACK__ENABLE                        string  false      0
CONFIG.PSU__PMU__EMIO_GPI__ENABLE                      string  false      0
CONFIG.PSU__PMU__EMIO_GPO__ENABLE                      string  false      0
CONFIG.PSU__PMU__GPI0__ENABLE                          string  false      0
CONFIG.PSU__PMU__GPI0__IO                              string  false      <Select>
CONFIG.PSU__PMU__GPI1__ENABLE                          string  false      0
CONFIG.PSU__PMU__GPI1__IO                              string  false      <Select>
CONFIG.PSU__PMU__GPI2__ENABLE                          string  false      0
CONFIG.PSU__PMU__GPI2__IO                              string  false      <Select>
CONFIG.PSU__PMU__GPI3__ENABLE                          string  false      0
CONFIG.PSU__PMU__GPI3__IO                              string  false      <Select>
CONFIG.PSU__PMU__GPI4__ENABLE                          string  false      0
CONFIG.PSU__PMU__GPI4__IO                              string  false      <Select>
CONFIG.PSU__PMU__GPI5__ENABLE                          string  false      0
CONFIG.PSU__PMU__GPI5__IO                              string  false      <Select>
CONFIG.PSU__PMU__GPO0__ENABLE                          string  false      0
CONFIG.PSU__PMU__GPO0__IO                              string  false      <Select>
CONFIG.PSU__PMU__GPO1__ENABLE                          string  false      0
CONFIG.PSU__PMU__GPO1__IO                              string  false      <Select>
CONFIG.PSU__PMU__GPO2__ENABLE                          string  false      0
CONFIG.PSU__PMU__GPO2__IO                              string  false      <Select>
CONFIG.PSU__PMU__GPO3__ENABLE                          string  false      0
CONFIG.PSU__PMU__GPO3__IO                              string  false      <Select>
CONFIG.PSU__PMU__GPO4__ENABLE                          string  false      0
CONFIG.PSU__PMU__GPO4__IO                              string  false      <Select>
CONFIG.PSU__PMU__GPO5__ENABLE                          string  false      0
CONFIG.PSU__PMU__GPO5__IO                              string  false      <Select>
CONFIG.PSU__PMU__PERIPHERAL__ENABLE                    string  false      1
CONFIG.PSU__PMU__PERIPHERAL__IO                        string  false      <Select>
CONFIG.PSU__PMU__PLERROR__ENABLE                       string  false      0
CONFIG.PSU__PROTECTION__DDR_SEGMENTS                   string  false      NONE
CONFIG.PSU__PROTECTION__DEBUG                          string  false      0
CONFIG.PSU__PROTECTION__ENABLE                         string  false      0
CONFIG.PSU__PROTECTION__FPD_SEGMENTS                   string  false      SA:0xFD1A0000 ;SIZE:1280;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFD000000 ;SIZE:64;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFD010000 ;SIZE:64;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFD020000 ;SIZE:64;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFD030000 ;SIZE:64;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFD040000 ;SIZE:64;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFD050000 ;SIZE:64;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFD610000 ;SIZE:512;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFD5D0000 ;SIZE:64;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware
CONFIG.PSU__PROTECTION__LOCK_UNUSED_SEGMENTS           string  false      0
CONFIG.PSU__PROTECTION__LPD_SEGMENTS                   string  false      SA:0xFF980000 ;SIZE:64;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFF5E0000 ;SIZE:2560;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFFCC0000 ;SIZE:64;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFF180000 ;SIZE:768;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFF410000 ;SIZE:640;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFFA70000 ;SIZE:64;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware|SA:0xFF9A0000 ;SIZE:64;UNIT:KB ;RegionTZ:Secure ;WrAllowed:Read/Write;subsystemId:PMU Firmware
CONFIG.PSU__PROTECTION__MASTERS                        string  false      USB1:NonSecure;0|USB0:NonSecure;1|S_AXI_LPD:NA;0|S_AXI_HPC1_FPD:NA;0|S_AXI_HPC0_FPD:NA;0|S_AXI_HP3_FPD:NA;0|S_AXI_HP2_FPD:NA;0|S_AXI_HP1_FPD:NA;0|S_AXI_HP0_FPD:NA;0|S_AXI_ACP:NA;0|S_AXI_ACE:NA;0|SD1:NonSecure;1|SD0:NonSecure;0|SATA1:NonSecure;1|SATA0:NonSecure;1|RPU1:Secure;1|RPU0:Secure;1|QSPI:NonSecure;1|PMU:NA;1|PCIe:NonSecure;1|NAND:NonSecure;0|LDMA:NonSecure;1|GPU:NonSecure;1|GEM3:NonSecure;1|GEM2:NonSecure;0|GEM1:NonSecure;0|GEM0:NonSecure;0|FDMA:NonSecure;1|DP:NonSecure;1|DAP:NA;1|Coresight:NA;1|CSU:NA;1|APU:NA;1
CONFIG.PSU__PROTECTION__MASTERS_TZ                     string  false      GEM0:NonSecure|SD1:NonSecure|GEM2:NonSecure|GEM1:NonSecure|GEM3:NonSecure|PCIe:NonSecure|DP:NonSecure|NAND:NonSecure|GPU:NonSecure|USB1:NonSecure|USB0:NonSecure|LDMA:NonSecure|FDMA:NonSecure|QSPI:NonSecure|SD0:NonSecure
CONFIG.PSU__PROTECTION__OCM_SEGMENTS                   string  false      NONE
CONFIG.PSU__PROTECTION__PRESUBSYSTEMS                  string  false      NONE
CONFIG.PSU__PROTECTION__SLAVES                         string  false      LPD;USB3_1_XHCI;FE300000;FE3FFFFF;0|LPD;USB3_1;FF9E0000;FF9EFFFF;0|LPD;USB3_0_XHCI;FE200000;FE2FFFFF;1|LPD;USB3_0;FF9D0000;FF9DFFFF;1|LPD;UART1;FF010000;FF01FFFF;1|LPD;UART0;FF000000;FF00FFFF;1|LPD;TTC3;FF140000;FF14FFFF;1|LPD;TTC2;FF130000;FF13FFFF;1|LPD;TTC1;FF120000;FF12FFFF;1|LPD;TTC0;FF110000;FF11FFFF;1|FPD;SWDT1;FD4D0000;FD4DFFFF;1|LPD;SWDT0;FF150000;FF15FFFF;1|LPD;SPI1;FF050000;FF05FFFF;0|LPD;SPI0;FF040000;FF04FFFF;0|FPD;SMMU_REG;FD5F0000;FD5FFFFF;1|FPD;SMMU;FD800000;FDFFFFFF;1|FPD;SIOU;FD3D0000;FD3DFFFF;1|FPD;SERDES;FD400000;FD47FFFF;1|LPD;SD1;FF170000;FF17FFFF;1|LPD;SD0;FF160000;FF16FFFF;0|FPD;SATA;FD0C0000;FD0CFFFF;1|LPD;RTC;FFA60000;FFA6FFFF;1|LPD;RSA_CORE;FFCE0000;FFCEFFFF;1|LPD;RPU;FF9A0000;FF9AFFFF;1|FPD;RCPU_GIC;F9000000;F900FFFF;1|LPD;R5_TCM_RAM_GLOBAL;FFE00000;FFE3FFFF;1|LPD;R5_1_Instruction_Cache;FFEC0000;FFECFFFF;1|LPD;R5_1_Data_Cache;FFED0000;FFEDFFFF;1|LPD;R5_1_BTCM_GLOBAL;FFEB0000;FFEBFFFF;1|LPD;R5_1_ATCM_GLOBAL;FFE90000;FFE9FFFF;1|LPD;R5_0_Instruction_Cache;FFE40000;FFE4FFFF;1|LPD;R5_0_Data_Cache;FFE50000;FFE5FFFF;1|LPD;R5_0_BTCM_GLOBAL;FFE20000;FFE2FFFF;1|LPD;R5_0_ATCM_GLOBAL;FFE00000;FFE0FFFF;1|LPD;QSPI_Linear_Address;C0000000;DFFFFFFF;1|LPD;QSPI;FF0F0000;FF0FFFFF;1|LPD;PMU_RAM;FFDC0000;FFDDFFFF;1|LPD;PMU_GLOBAL;FFD80000;FFDBFFFF;1|FPD;PCIE_MAIN;FD0E0000;FD0EFFFF;1|FPD;PCIE_LOW;E0000000;EFFFFFFF;1|FPD;PCIE_HIGH2;8000000000;BFFFFFFFFF;1|FPD;PCIE_HIGH1;600000000;7FFFFFFFF;1|FPD;PCIE_DMA;FD0F0000;FD0FFFFF;1|FPD;PCIE_ATTRIB;FD480000;FD48FFFF;1|LPD;OCM_XMPU_CFG;FFA70000;FFA7FFFF;1|LPD;OCM_SLCR;FF960000;FF96FFFF;1|OCM;OCM;FFFC0000;FFFFFFFF;1|LPD;NAND;FF100000;FF10FFFF;0|LPD;MBISTJTAG;FFCF0000;FFCFFFFF;1|LPD;LPD_XPPU_SINK;FF9C0000;FF9CFFFF;1|LPD;LPD_XPPU;FF980000;FF98FFFF;1|LPD;LPD_SLCR_SECURE;FF4B0000;FF4DFFFF;1|LPD;LPD_SLCR;FF410000;FF4AFFFF;1|LPD;LPD_GPV;FE100000;FE1FFFFF;1|LPD;LPD_DMA_7;FFAF0000;FFAFFFFF;1|LPD;LPD_DMA_6;FFAE0000;FFAEFFFF;1|LPD;LPD_DMA_5;FFAD0000;FFADFFFF;1|LPD;LPD_DMA_4;FFAC0000;FFACFFFF;1|LPD;LPD_DMA_3;FFAB0000;FFABFFFF;1|LPD;LPD_DMA_2;FFAA0000;FFAAFFFF;1|LPD;LPD_DMA_1;FFA90000;FFA9FFFF;1|LPD;LPD_DMA_0;FFA80000;FFA8FFFF;1|LPD;IPI_CTRL;FF380000;FF3FFFFF;1|LPD;IOU_SLCR;FF180000;FF23FFFF;1|LPD;IOU_SECURE_SLCR;FF240000;FF24FFFF;1|LPD;IOU_SCNTRS;FF260000;FF26FFFF;1|LPD;IOU_SCNTR;FF250000;FF25FFFF;1|LPD;IOU_GPV;FE000000;FE0FFFFF;1|LPD;I2C1;FF030000;FF03FFFF;1|LPD;I2C0;FF020000;FF02FFFF;1|FPD;GPU;FD4B0000;FD4BFFFF;1|LPD;GPIO;FF0A0000;FF0AFFFF;1|LPD;GEM3;FF0E0000;FF0EFFFF;1|LPD;GEM2;FF0D0000;FF0DFFFF;0|LPD;GEM1;FF0C0000;FF0CFFFF;0|LPD;GEM0;FF0B0000;FF0BFFFF;0|FPD;FPD_XMPU_SINK;FD4F0000;FD4FFFFF;1|FPD;FPD_XMPU_CFG;FD5D0000;FD5DFFFF;1|FPD;FPD_SLCR_SECURE;FD690000;FD6CFFFF;1|FPD;FPD_SLCR;FD610000;FD68FFFF;1|FPD;FPD_GPV;FD700000;FD7FFFFF;1|FPD;FPD_DMA_CH7;FD570000;FD57FFFF;1|FPD;FPD_DMA_CH6;FD560000;FD56FFFF;1|FPD;FPD_DMA_CH5;FD550000;FD55FFFF;1|FPD;FPD_DMA_CH4;FD540000;FD54FFFF;1|FPD;FPD_DMA_CH3;FD530000;FD53FFFF;1|FPD;FPD_DMA_CH2;FD520000;FD52FFFF;1|FPD;FPD_DMA_CH1;FD510000;FD51FFFF;1|FPD;FPD_DMA_CH0;FD500000;FD50FFFF;1|LPD;EFUSE;FFCC0000;FFCCFFFF;1|FPD;Display Port;FD4A0000;FD4AFFFF;1|FPD;DPDMA;FD4C0000;FD4CFFFF;1|FPD;DDR_XMPU5_CFG;FD050000;FD05FFFF;1|FPD;DDR_XMPU4_CFG;FD040000;FD04FFFF;1|FPD;DDR_XMPU3_CFG;FD030000;FD03FFFF;1|FPD;DDR_XMPU2_CFG;FD020000;FD02FFFF;1|FPD;DDR_XMPU1_CFG;FD010000;FD01FFFF;1|FPD;DDR_XMPU0_CFG;FD000000;FD00FFFF;1|FPD;DDR_QOS_CTRL;FD090000;FD09FFFF;1|FPD;DDR_PHY;FD080000;FD08FFFF;1|DDR;DDR_LOW;0;7FFFFFFF;1|DDR;DDR_HIGH;800000000;87FFFFFFF;1|FPD;DDDR_CTRL;FD070000;FD070FFF;1|LPD;Coresight;FE800000;FEFFFFFF;1|LPD;CSU_DMA;FFC80000;FFC9FFFF;1|LPD;CSU;FFCA0000;FFCAFFFF;0|LPD;CRL_APB;FF5E0000;FF85FFFF;1|FPD;CRF_APB;FD1A0000;FD2DFFFF;1|FPD;CCI_REG;FD5E0000;FD5EFFFF;1|FPD;CCI_GPV;FD6E0000;FD6EFFFF;1|LPD;CAN1;FF070000;FF07FFFF;1|LPD;CAN0;FF060000;FF06FFFF;0|FPD;APU;FD5C0000;FD5CFFFF;1|LPD;APM_INTC_IOU;FFA20000;FFA2FFFF;1|LPD;APM_FPD_LPD;FFA30000;FFA3FFFF;1|FPD;APM_5;FD490000;FD49FFFF;1|FPD;APM_0;FD0B0000;FD0BFFFF;1|LPD;APM2;FFA10000;FFA1FFFF;1|LPD;APM1;FFA00000;FFA0FFFF;1|LPD;AMS;FFA50000;FFA5FFFF;1|FPD;AFI_5;FD3B0000;FD3BFFFF;1|FPD;AFI_4;FD3A0000;FD3AFFFF;1|FPD;AFI_3;FD390000;FD39FFFF;1|FPD;AFI_2;FD380000;FD38FFFF;1|FPD;AFI_1;FD370000;FD37FFFF;1|FPD;AFI_0;FD360000;FD36FFFF;1|LPD;AFIFM6;FF9B0000;FF9BFFFF;1|FPD;ACPU_GIC;F9000000;F907FFFF;1
